ID,Language_ID,Parameter_ID,Form,Source,Concept_ID
Chen-1996-100a-70-1,chinese,1447,给,,Chen-1996-100a-70
Chen-1996-100a-71-1,chinese,1458,说,,Chen-1996-100a-71
Chen-1996-100a-72-1,chinese,1343,太阳,,Chen-1996-100a-72
Chen-1996-100a-73-1,chinese,1313,月亮,,Chen-1996-100a-73
Chen-1996-100a-74-1,chinese,1430,星星,,Chen-1996-100a-74
Chen-1996-100a-75-1,chinese,948,水,,Chen-1996-100a-75
Chen-1996-100a-76-1,chinese,658,雨,,Chen-1996-100a-76
Chen-1996-100a-77-1,chinese,857,石头,,Chen-1996-100a-77
Chen-1996-100a-78-1,chinese,671,沙子,,Chen-1996-100a-78
Chen-1996-100a-79-1,chinese,1228,土地,,Chen-1996-100a-79
Chen-1996-100a-80-1,chinese,1489,云,,Chen-1996-100a-80
Chen-1996-100a-81-1,chinese,778,烟,,Chen-1996-100a-81
Chen-1996-100a-82-1,chinese,221,火,,Chen-1996-100a-82
Chen-1996-100a-83-1,chinese,646,灰,,Chen-1996-100a-83
Chen-1996-100a-84-1,chinese,2102,烧,,Chen-1996-100a-84
Chen-1996-100a-85-1,chinese,2252,路,,Chen-1996-100a-85
Chen-1996-100a-86-1,chinese,639,山,,Chen-1996-100a-86
Chen-1996-100a-87-1,chinese,156,红,,Chen-1996-100a-87
Chen-1996-100a-88-1,chinese,1425,绿,,Chen-1996-100a-88
Chen-1996-100a-89-1,chinese,1424,黄,,Chen-1996-100a-89
Chen-1996-100a-90-1,chinese,1335,白,,Chen-1996-100a-90
Chen-1996-100a-91-1,chinese,163,黑,,Chen-1996-100a-91
Chen-1996-100a-92-1,chinese,1233,晚上,,Chen-1996-100a-92
Chen-1996-100a-93-1,chinese,2272,热,,Chen-1996-100a-93
Chen-1996-100a-94-1,chinese,1287,冷,,Chen-1996-100a-94
Chen-1996-100a-95-1,chinese,1429,满,,Chen-1996-100a-95
Chen-1996-100a-96-1,chinese,1231,新,,Chen-1996-100a-96
Chen-1996-100a-97-1,chinese,1035,好,,Chen-1996-100a-97
Chen-1996-100a-98-1,chinese,1395,圆,,Chen-1996-100a-98
Chen-1996-100a-99-1,chinese,1398,干,,Chen-1996-100a-99
Chen-1996-100a-100-1,chinese,1405,名字,,Chen-1996-100a-100
Chen-1996-100b-1-1,chinese,1577,和,,Chen-1996-100b-1
Chen-1996-100b-2-1,chinese,619,动物,,Chen-1996-100b-2
Chen-1996-100b-3-1,chinese,1291,背,,Chen-1996-100b-3
Chen-1996-100b-4-1,chinese,1292,坏,,Chen-1996-100b-4
Chen-1996-100b-5-1,chinese,1157,因为,,Chen-1996-100b-5
Chen-1996-100b-6-1,chinese,175,吹,,Chen-1996-100b-6
Chen-1996-100b-7-1,chinese,1407,呼吸,,Chen-1996-100b-7
Chen-1996-100b-8-1,chinese,2099,孩子,,Chen-1996-100b-8
Chen-1996-100b-9-1,chinese,1420,数,,Chen-1996-100b-9
Chen-1996-100b-10-1,chinese,1432,砍,,Chen-1996-100b-10
Chen-1996-100b-11-1,chinese,1225,天,,Chen-1996-100b-11
Chen-1996-100b-12-1,chinese,1418,挖,,Chen-1996-100b-12
Chen-1996-100b-13-1,chinese,1230,脏,,Chen-1996-100b-13
Chen-1996-100b-14-1,chinese,1518,呆，笨,,Chen-1996-100b-14
Chen-1996-100b-15-1,chinese,2,尘土,,Chen-1996-100b-15
Chen-1996-100b-16-1,chinese,1280,掉,,Chen-1996-100b-16
Chen-1996-100b-17-1,chinese,1406,元,,Chen-1996-100b-17
Chen-1996-100b-18-1,chinese,1217,父亲,,Chen-1996-100b-18
Chen-1996-100b-19-1,chinese,1419,怕,,Chen-1996-100b-19
Chen-1996-100b-20-1,chinese,1242,少,,Chen-1996-100b-20
Chen-1996-100b-21-1,chinese,1423,打架,,Chen-1996-100b-21
Chen-1996-100b-22-1,chinese,493,五,,Chen-1996-100b-22
Chen-1996-100b-23-1,chinese,1574,漂浮,,Chen-1996-100b-23
Chen-1996-100b-24-1,chinese,2003,流,,Chen-1996-100b-24
Chen-1996-100b-25-1,chinese,239,花,,Chen-1996-100b-25
Chen-1996-100b-26-1,chinese,249,雾,,Chen-1996-100b-26
Chen-1996-100b-27-1,chinese,1500,四,,Chen-1996-100b-27
Chen-1996-100b-28-1,chinese,1431,结冰,,Chen-1996-100b-28
Chen-1996-100b-29-1,chinese,1507,水果,,Chen-1996-100b-29
Chen-1996-100b-30-1,chinese,606,草,,Chen-1996-100b-30
Chen-1996-100b-31-1,chinese,1334,肠子,,Chen-1996-100b-31
Chen-1996-100b-32-1,chinese,1211,他,,Chen-1996-100b-32
Chen-1996-100b-33-1,chinese,136,这里,,Chen-1996-100b-33
Chen-1996-100b-34-1,chinese,353,打,,Chen-1996-100b-34
Chen-1996-100b-35-1,chinese,2104,拿,,Chen-1996-100b-35
Chen-1996-100b-36-1,chinese,1239,怎么,,Chen-1996-100b-36
Chen-1996-100b-37-1,chinese,1435,打猎,,Chen-1996-100b-37
Chen-1996-100b-38-1,chinese,1200,丈夫,,Chen-1996-100b-38
Chen-1996-100b-39-1,chinese,617,冰,,Chen-1996-100b-39
Chen-1996-100b-40-1,chinese,1459,如果,,Chen-1996-100b-40
Chen-1996-100b-41-1,chinese,1460,在,,Chen-1996-100b-41
Chen-1996-100b-42-1,chinese,624,湖,,Chen-1996-100b-42
Chen-1996-100b-43-1,chinese,1355,笑,,Chen-1996-100b-43
Chen-1996-100b-44-1,chinese,244,左边,,Chen-1996-100b-44
Chen-1996-100b-45-1,chinese,1297,脚,,Chen-1996-100b-45
Chen-1996-100b-46-1,chinese,1422,活的,,Chen-1996-100b-46
Chen-1996-100b-47-1,chinese,1216,母亲,,Chen-1996-100b-47
Chen-1996-100b-48-1,chinese,1267,窄,,Chen-1996-100b-48
Chen-1996-100b-49-1,chinese,1942,近,,Chen-1996-100b-49
Chen-1996-100b-50-1,chinese,2112,老,,Chen-1996-100b-50
Chen-1996-100b-51-1,chinese,1413,玩,,Chen-1996-100b-51
Chen-1996-100b-52-1,chinese,1455,拉,,Chen-1996-100b-52
Chen-1996-100b-53-1,chinese,1452,推,,Chen-1996-100b-53
Chen-1996-100b-54-1,chinese,1019,右边,,Chen-1996-100b-54
Chen-1996-100b-55-1,chinese,1725,对,,Chen-1996-100b-55
Chen-1996-100b-56-1,chinese,666,江,,Chen-1996-100b-56
Chen-1996-100b-57-1,chinese,1218,绳子,,Chen-1996-100b-57
Chen-1996-100b-58-1,chinese,1728,腐烂,,Chen-1996-100b-58
Chen-1996-100b-59-1,chinese,1449,擦,,Chen-1996-100b-59
Chen-1996-100b-60-1,chinese,1274,盐,,Chen-1996-100b-60
Chen-1996-100b-61-1,chinese,1436,抓,,Chen-1996-100b-61
Chen-1996-100b-62-1,chinese,1474,海,,Chen-1996-100b-62
Chen-1996-100b-63-1,chinese,1457,缝,,Chen-1996-100b-63
Chen-1996-100b-64-1,chinese,1396,尖,,Chen-1996-100b-64
Chen-1996-100b-65-1,chinese,1645,短,,Chen-1996-100b-65
Chen-1996-100b-66-1,chinese,1261,唱,,Chen-1996-100b-66
Chen-1996-100b-67-1,chinese,1732,天空,,Chen-1996-100b-67
Chen-1996-100b-68-1,chinese,1586,闻,,Chen-1996-100b-68
Chen-1996-100b-69-1,chinese,1234,平,,Chen-1996-100b-69
Chen-1996-100b-70-1,chinese,730,蛇,,Chen-1996-100b-70
Chen-1996-100b-71-1,chinese,784,雪,,Chen-1996-100b-71
Chen-1996-100b-72-1,chinese,1440,吐,,Chen-1996-100b-72
Chen-1996-100b-73-1,chinese,1437,撕裂,,Chen-1996-100b-73
Chen-1996-100b-74-1,chinese,1414,压,,Chen-1996-100b-74
Chen-1996-100b-75-1,chinese,1434,刺,,Chen-1996-100b-75
Chen-1996-100b-76-1,chinese,1295,棍子,,Chen-1996-100b-76
Chen-1996-100b-77-1,chinese,1404,直,,Chen-1996-100b-77
Chen-1996-100b-78-1,chinese,1421,吮,,Chen-1996-100b-78
Chen-1996-100b-79-1,chinese,1573,肿,,Chen-1996-100b-79
Chen-1996-100b-80-1,chinese,1937,那儿,,Chen-1996-100b-80
Chen-1996-100b-81-1,chinese,817,他们,,Chen-1996-100b-81
Chen-1996-100b-82-1,chinese,1244,厚,,Chen-1996-100b-82
Chen-1996-100b-83-1,chinese,2306,薄,,Chen-1996-100b-83
Chen-1996-100b-84-1,chinese,2271,想,,Chen-1996-100b-84
Chen-1996-100b-85-1,chinese,492,三,,Chen-1996-100b-85
Chen-1996-100b-86-1,chinese,1456,扔,,Chen-1996-100b-86
Chen-1996-100b-87-1,chinese,1917,捆,,Chen-1996-100b-87
Chen-1996-100b-88-1,chinese,1444,转,,Chen-1996-100b-88
Chen-1996-100b-89-1,chinese,1278,呕吐,,Chen-1996-100b-89
Chen-1996-100b-90-1,chinese,1453,洗,,Chen-1996-100b-90
Chen-1996-100b-91-1,chinese,1726,湿,,Chen-1996-100b-91
Chen-1996-100b-92-1,chinese,1237,哪里,,Chen-1996-100b-92
Chen-1996-100b-93-1,chinese,1243,宽,,Chen-1996-100b-93
Chen-1996-100b-94-1,chinese,1199,妻子,,Chen-1996-100b-94
Chen-1996-100b-95-1,chinese,960,风,,Chen-1996-100b-95
Chen-1996-100b-96-1,chinese,1257,翅膀,,Chen-1996-100b-96
Chen-1996-100b-97-1,chinese,1210,重,,Chen-1996-100b-97
Chen-1996-100b-98-1,chinese,420,森林,,Chen-1996-100b-98
Chen-1996-100b-99-1,chinese,1219,虫,,Chen-1996-100b-99
Chen-1996-100b-100-1,chinese,1226,年,,Chen-1996-100b-100
Nicholas-1989-60-1-1,english,1663,Bed,,Nicholas-1989-60-1
Nicholas-1989-60-2-1,english,906,Tree,,Nicholas-1989-60-2
Nicholas-1989-60-3-1,english,2578,Pencil,,Nicholas-1989-60-3
Nicholas-1989-60-4-1,english,1252,House,,Nicholas-1989-60-4
Nicholas-1989-60-5-1,english,1025,Whistle,,Nicholas-1989-60-5
Nicholas-1989-60-6-1,english,356,Scissors,,Nicholas-1989-60-6
Nicholas-1989-60-7-1,english,1475,Comb,,Nicholas-1989-60-7
Nicholas-1989-60-8-1,english,239,Flower,,Nicholas-1989-60-8
Nicholas-1989-60-9-1,english,1948,Saw,,Nicholas-1989-60-9
Nicholas-1989-60-10-1,english,2579,Toothbrush,,Nicholas-1989-60-10
Nicholas-1989-60-11-1,english,2580,Helicopter,,Nicholas-1989-60-11
Nicholas-1989-60-12-1,english,245,Broom,,Nicholas-1989-60-12
Nicholas-1989-60-13-1,english,2581,Octopus,,Nicholas-1989-60-13
Nicholas-1989-60-14-1,english,641,Mushroom,,Nicholas-1989-60-14
Nicholas-1989-60-15-1,english,0,Hanger,,Nicholas-1989-60-15
Nicholas-1989-60-16-1,english,2582,Wheelchair,,Nicholas-1989-60-16
Nicholas-1989-60-17-1,english,1871,Camel,,Nicholas-1989-60-17
Nicholas-1989-60-18-1,english,2005,Mask,,Nicholas-1989-60-18
Nicholas-1989-60-19-1,english,2583,Pretzel,,Nicholas-1989-60-19
Nicholas-1989-60-20-1,english,2584,Bench,,Nicholas-1989-60-20
Nicholas-1989-60-21-1,english,2585,Racquet,,Nicholas-1989-60-21
Nicholas-1989-60-22-1,english,1543,Snail,,Nicholas-1989-60-22
Nicholas-1989-60-23-1,english,2291,Volcano,,Nicholas-1989-60-23
Nicholas-1989-60-24-1,english,2586,Seahorse,,Nicholas-1989-60-24
Nicholas-1989-60-25-1,english,2587,Dart,,Nicholas-1989-60-25
Nicholas-1989-60-26-1,english,1970,Canoe,,Nicholas-1989-60-26
Nicholas-1989-60-27-1,english,2588,Globe,,Nicholas-1989-60-27
Nicholas-1989-60-28-1,english,2589,Wreath,,Nicholas-1989-60-28
Nicholas-1989-60-29-1,english,1194,Beaver,,Nicholas-1989-60-29
Nicholas-1989-60-30-1,english,2590,Harmonica,,Nicholas-1989-60-30
Nicholas-1989-60-31-1,english,2591,Rhinoceros,,Nicholas-1989-60-31
Nicholas-1989-60-32-1,english,968,Acorn,,Nicholas-1989-60-32
Nicholas-1989-60-33-1,english,2592,Igloo,,Nicholas-1989-60-33
Nicholas-1989-60-34-1,english,2593,Stilts,,Nicholas-1989-60-34
Nicholas-1989-60-35-1,english,2594,Dominoes,,Nicholas-1989-60-35
Nicholas-1989-60-36-1,english,2595,Cactus,,Nicholas-1989-60-36
Nicholas-1989-60-37-1,english,2596,Escalator,,Nicholas-1989-60-37
Nicholas-1989-60-38-1,english,2597,Harp,,Nicholas-1989-60-38
Nicholas-1989-60-39-1,english,2019,Hammock,,Nicholas-1989-60-39
Nicholas-1989-60-40-1,english,2598,Knocker,,Nicholas-1989-60-40
Nicholas-1989-60-41-1,english,472,Pelican,,Nicholas-1989-60-41
Nicholas-1989-60-42-1,english,2599,Stethoscope,,Nicholas-1989-60-42
Nicholas-1989-60-43-1,english,2600,Pyramid,,Nicholas-1989-60-43
Nicholas-1989-60-44-1,english,2200,Muzzle,,Nicholas-1989-60-44
Nicholas-1989-60-45-1,english,2601,Unicorn,,Nicholas-1989-60-45
Nicholas-1989-60-46-1,english,2602,Funnel,,Nicholas-1989-60-46
Nicholas-1989-60-47-1,english,2603,Accordion,,Nicholas-1989-60-47
Nicholas-1989-60-48-1,english,2604,Noose,,Nicholas-1989-60-48
Nicholas-1989-60-49-1,english,2605,Asparagus,,Nicholas-1989-60-49
Nicholas-1989-60-50-1,english,2606,Compass,,Nicholas-1989-60-50
Nicholas-1989-60-51-1,english,1012,Latch,,Nicholas-1989-60-51
Nicholas-1989-60-52-1,english,2607,Tripod,,Nicholas-1989-60-52
Nicholas-1989-60-53-1,english,2608,Scroll,,Nicholas-1989-60-53
Nicholas-1989-60-54-1,english,272,Tongs,,Nicholas-1989-60-54
Nicholas-1989-60-55-1,english,2609,Sphinx,,Nicholas-1989-60-55
Nicholas-1989-60-56-1,english,14,Yoke,,Nicholas-1989-60-56
Nicholas-1989-60-57-1,english,2610,Trellis,,Nicholas-1989-60-57
Nicholas-1989-60-58-1,english,2611,Palette,,Nicholas-1989-60-58
Nicholas-1989-60-59-1,english,2612,Protractor,,Nicholas-1989-60-59
Nicholas-1989-60-60-1,english,2489,Abacus,,Nicholas-1989-60-60
Dolch-1936-95-2-1,english,1320,apple,,Dolch-1936-95-2
Dolch-1936-95-3-1,english,1289,baby,,Dolch-1936-95-3
Dolch-1936-95-4-1,english,1291,back,,Dolch-1936-95-4
Dolch-1936-95-5-1,english,1845,ball,,Dolch-1936-95-5
Dolch-1936-95-6-1,english,1820,bear,,Dolch-1936-95-6
Dolch-1936-95-7-1,english,1663,bed,,Dolch-1936-95-7
Dolch-1936-95-8-1,english,2246,bell,,Dolch-1936-95-8
Dolch-1936-95-9-1,english,937,bird,,Dolch-1936-95-9
Dolch-1936-95-10-1,english,2407,birthday,,Dolch-1936-95-10
Dolch-1936-95-11-1,english,1844,boat,,Dolch-1936-95-11
Dolch-1936-95-12-1,english,1465,box,,Dolch-1936-95-12
Dolch-1936-95-13-1,english,1366,boy,,Dolch-1936-95-13
Dolch-1936-95-14-1,english,1368,bread,,Dolch-1936-95-14
Dolch-1936-95-15-1,english,1262,brother,,Dolch-1936-95-15
Dolch-1936-95-16-1,english,2408,cake,,Dolch-1936-95-16
Dolch-1936-95-17-1,english,1111,car,,Dolch-1936-95-17
Dolch-1936-95-18-1,english,1336,eat,,Dolch-1936-95-18
Dolch-1936-95-19-1,english,1476,chair,,Dolch-1936-95-19
Dolch-1936-95-20-1,english,1318,chicken,,Dolch-1936-95-20
Dolch-1936-95-21-1,english,2099,children,,Dolch-1936-95-21
Dolch-1936-95-22-1,english,2405,Christmas,,Dolch-1936-95-22
Dolch-1936-95-23-1,english,603,coat,,Dolch-1936-95-23
Dolch-1936-95-24-1,english,506,corn,,Dolch-1936-95-24
Dolch-1936-95-25-1,english,1007,cow,,Dolch-1936-95-25
Dolch-1936-95-26-1,english,1225,day,,Dolch-1936-95-26
Dolch-1936-95-27-1,english,2009,dog,,Dolch-1936-95-27
Dolch-1936-95-28-1,english,1659,doll,,Dolch-1936-95-28
Dolch-1936-95-29-1,english,1567,door,,Dolch-1936-95-29
Dolch-1936-95-30-1,english,1360,duck,,Dolch-1936-95-30
Dolch-1936-95-31-1,english,744,egg,,Dolch-1936-95-31
Dolch-1936-95-32-1,english,1248,eye,,Dolch-1936-95-32
Dolch-1936-95-33-1,english,201,farm,,Dolch-1936-95-33
Dolch-1936-95-34-1,english,979,farmer,,Dolch-1936-95-34
Dolch-1936-95-35-1,english,1217,father,,Dolch-1936-95-35
Dolch-1936-95-36-1,english,1301,feet,,Dolch-1936-95-36
Dolch-1936-95-37-1,english,221,fire,,Dolch-1936-95-37
Dolch-1936-95-38-1,english,227,fish,,Dolch-1936-95-38
Dolch-1936-95-39-1,english,1632,floor,,Dolch-1936-95-39
Dolch-1936-95-40-1,english,239,flower,,Dolch-1936-95-40
Dolch-1936-95-41-1,english,2467,game,,Dolch-1936-95-41
Dolch-1936-95-42-1,english,586,garden,,Dolch-1936-95-42
Dolch-1936-95-43-1,english,1646,girl,,Dolch-1936-95-43
Dolch-1936-95-44-1,english,0,goodbye,,Dolch-1936-95-44
Dolch-1936-95-45-1,english,606,grass,,Dolch-1936-95-45
Dolch-1936-95-46-1,english,2159,ground,,Dolch-1936-95-46
Dolch-1936-95-47-1,english,1277,hand,,Dolch-1936-95-47
Dolch-1936-95-48-1,english,1256,head,,Dolch-1936-95-48
Dolch-1936-95-49-1,english,614,hill,,Dolch-1936-95-49
Dolch-1936-95-50-1,english,2406,home,,Dolch-1936-95-50
Dolch-1936-95-51-1,english,615,horse,,Dolch-1936-95-51
Dolch-1936-95-52-1,english,1252,house,,Dolch-1936-95-52
Dolch-1936-95-53-1,english,1208,kitty,,Dolch-1936-95-53
Dolch-1936-95-54-1,english,1297,leg,,Dolch-1936-95-54
Dolch-1936-95-55-1,english,1612,letter,,Dolch-1936-95-55
Dolch-1936-95-56-1,english,1554,man,,Dolch-1936-95-56
Dolch-1936-95-57-1,english,1554,men,,Dolch-1936-95-57
Dolch-1936-95-58-1,english,635,milk,,Dolch-1936-95-58
Dolch-1936-95-59-1,english,1559,money,,Dolch-1936-95-59
Dolch-1936-95-60-1,english,1339,morning,,Dolch-1936-95-60
Dolch-1936-95-61-1,english,1216,mother,,Dolch-1936-95-61
Dolch-1936-95-62-1,english,1405,name,,Dolch-1936-95-62
Dolch-1936-95-63-1,english,539,nest,,Dolch-1936-95-63
Dolch-1936-95-64-1,english,1233,night,,Dolch-1936-95-64
Dolch-1936-95-65-1,english,648,paper,,Dolch-1936-95-65
Dolch-1936-95-66-1,english,131,party,,Dolch-1936-95-66
Dolch-1936-95-67-1,english,2401,picture,,Dolch-1936-95-67
Dolch-1936-95-68-1,english,1337,pig,,Dolch-1936-95-68
Dolch-1936-95-69-1,english,1136,rabbit,,Dolch-1936-95-69
Dolch-1936-95-70-1,english,658,rain,,Dolch-1936-95-70
Dolch-1936-95-71-1,english,1374,ring,,Dolch-1936-95-71
Dolch-1936-95-72-1,english,2402,robin,,Dolch-1936-95-72
Dolch-1936-95-73-1,english,2404,Santa Claus,,Dolch-1936-95-73
Dolch-1936-95-74-1,english,673,school,,Dolch-1936-95-74
Dolch-1936-95-75-1,english,714,seed,,Dolch-1936-95-75
Dolch-1936-95-76-1,english,1331,sheep,,Dolch-1936-95-76
Dolch-1936-95-77-1,english,1381,shoe,,Dolch-1936-95-77
Dolch-1936-95-78-1,english,1263,sister,,Dolch-1936-95-78
Dolch-1936-95-79-1,english,784,snow,,Dolch-1936-95-79
Dolch-1936-95-80-1,english,1096,song,,Dolch-1936-95-80
Dolch-1936-95-81-1,english,1628,squirrel,,Dolch-1936-95-81
Dolch-1936-95-82-1,english,1295,stick,,Dolch-1936-95-82
Dolch-1936-95-83-1,english,1362,street,,Dolch-1936-95-83
Dolch-1936-95-84-1,english,1343,sun,,Dolch-1936-95-84
Dolch-1936-95-85-1,english,1775,table,,Dolch-1936-95-85
Dolch-1936-95-86-1,english,738,thing,,Dolch-1936-95-86
Dolch-1936-95-87-1,english,892,time,,Dolch-1936-95-87
Dolch-1936-95-88-1,english,1753,top,,Dolch-1936-95-88
Dolch-1936-95-89-1,english,2403,toy,,Dolch-1936-95-89
Dolch-1936-95-90-1,english,906,tree,,Dolch-1936-95-90
Dolch-1936-95-91-1,english,1650,watch,,Dolch-1936-95-91
Dolch-1936-95-92-1,english,948,water,,Dolch-1936-95-92
Dolch-1936-95-93-1,english,667,way,,Dolch-1936-95-93
Dolch-1936-95-94-1,english,960,wind,,Dolch-1936-95-94
Dolch-1936-95-95-1,english,1375,window,,Dolch-1936-95-95
Dolch-1936-95-96-1,english,1803,wood,,Dolch-1936-95-96
Dolch-1936-220-1-1,english,1577,and,,Dolch-1936-220-1
Dolch-1936-220-2-1,english,0,as,,Dolch-1936-220-2
Dolch-1936-220-3-1,english,1157,because,,Dolch-1936-220-3
Dolch-1936-220-4-1,english,3843,but,,Dolch-1936-220-4
Dolch-1936-220-5-1,english,1459,if,,Dolch-1936-220-5
Dolch-1936-220-6-1,english,1014,or,,Dolch-1936-220-6
Dolch-1936-220-7-1,english,0,about,,Dolch-1936-220-7
Dolch-1936-220-8-1,english,1685,after,,Dolch-1936-220-8
Dolch-1936-220-9-1,english,1461,at,,Dolch-1936-220-9
Dolch-1936-220-10-1,english,0,by,,Dolch-1936-220-10
Dolch-1936-220-11-1,english,1326,down,,Dolch-1936-220-11
Dolch-1936-220-12-1,english,0,for,,Dolch-1936-220-12
Dolch-1936-220-13-1,english,693,from,,Dolch-1936-220-13
Dolch-1936-220-14-1,english,1460,in,,Dolch-1936-220-14
Dolch-1936-220-15-1,english,0,into,,Dolch-1936-220-15
Dolch-1936-220-16-1,english,0,of,,Dolch-1936-220-16
Dolch-1936-220-17-1,english,0,on,,Dolch-1936-220-17
Dolch-1936-220-18-1,english,1741,over,,Dolch-1936-220-18
Dolch-1936-220-19-1,english,2754,to,,Dolch-1936-220-19
Dolch-1936-220-20-1,english,1485,under,,Dolch-1936-220-20
Dolch-1936-220-21-1,english,57,*upon,,Dolch-1936-220-21
Dolch-1936-220-22-1,english,1340,with,,Dolch-1936-220-22
Dolch-1936-220-23-1,english,1211,he,,Dolch-1936-220-23
Dolch-1936-220-24-1,english,0,her,,Dolch-1936-220-24
Dolch-1936-220-25-1,english,0,him,,Dolch-1936-220-25
Dolch-1936-220-26-1,english,2473,his,,Dolch-1936-220-26
Dolch-1936-220-27-1,english,1209,I,,Dolch-1936-220-27
Dolch-1936-220-28-1,english,169,it,,Dolch-1936-220-28
Dolch-1936-220-29-1,english,0,*its,,Dolch-1936-220-29
Dolch-1936-220-30-1,english,2301,me,,Dolch-1936-220-30
Dolch-1936-220-31-1,english,2090,my,,Dolch-1936-220-31
Dolch-1936-220-32-1,english,0,*myself,,Dolch-1936-220-32
Dolch-1936-220-33-1,english,780,our,,Dolch-1936-220-33
Dolch-1936-220-34-1,english,1834,she,,Dolch-1936-220-34
Dolch-1936-220-35-1,english,78,that,,Dolch-1936-220-35
Dolch-1936-220-36-1,english,2400,their,,Dolch-1936-220-36
Dolch-1936-220-37-1,english,0,them,,Dolch-1936-220-37
Dolch-1936-220-38-1,english,3984,these,,Dolch-1936-220-38
Dolch-1936-220-39-1,english,817,they,,Dolch-1936-220-39
Dolch-1936-220-40-1,english,1214,this,,Dolch-1936-220-40
Dolch-1936-220-41-1,english,3985,*those,,Dolch-1936-220-41
Dolch-1936-220-42-1,english,2310,us,,Dolch-1936-220-42
Dolch-1936-220-43-1,english,1212,we,,Dolch-1936-220-43
Dolch-1936-220-44-1,english,1236,what,,Dolch-1936-220-44
Dolch-1936-220-45-1,english,727,*which,,Dolch-1936-220-45
Dolch-1936-220-46-1,english,1235,who,,Dolch-1936-220-46
Dolch-1936-220-47-1,english,1215,you,,Dolch-1936-220-47
Dolch-1936-220-48-1,english,732,your,,Dolch-1936-220-48
Dolch-1936-220-49-1,english,204,again,,Dolch-1936-220-49
Dolch-1936-220-50-1,english,1676,*always,,Dolch-1936-220-50
Dolch-1936-220-51-1,english,0,around,,Dolch-1936-220-51
Dolch-1936-220-52-1,english,0,away,,Dolch-1936-220-52
Dolch-1936-220-53-1,english,1882,*before,,Dolch-1936-220-53
Dolch-1936-220-54-1,english,1406,far,,Dolch-1936-220-54
Dolch-1936-220-55-1,english,1631,fast,,Dolch-1936-220-55
Dolch-1936-220-56-1,english,728,first,,Dolch-1936-220-56
Dolch-1936-220-57-1,english,136,here,,Dolch-1936-220-57
Dolch-1936-220-58-1,english,1239,how,,Dolch-1936-220-58
Dolch-1936-220-59-1,english,84,just,,Dolch-1936-220-59
Dolch-1936-220-60-1,english,3452,much,,Dolch-1936-220-60
Dolch-1936-220-61-1,english,1656,never,,Dolch-1936-220-61
Dolch-1936-220-62-1,english,1269,no,,Dolch-1936-220-62
Dolch-1936-220-63-1,english,1240,not,,Dolch-1936-220-63
Dolch-1936-220-64-1,english,1376,now,,Dolch-1936-220-64
Dolch-1936-220-65-1,english,0,off,,Dolch-1936-220-65
Dolch-1936-220-66-1,english,2914,once,,Dolch-1936-220-66
Dolch-1936-220-67-1,english,1580,only,,Dolch-1936-220-67
Dolch-1936-220-68-1,english,0,out,,Dolch-1936-220-68
Dolch-1936-220-69-1,english,2336,so,,Dolch-1936-220-69
Dolch-1936-220-70-1,english,703,soon,,Dolch-1936-220-70
Dolch-1936-220-71-1,english,2921,then,,Dolch-1936-220-71
Dolch-1936-220-72-1,english,1937,there,,Dolch-1936-220-72
Dolch-1936-220-73-1,english,1283,today,,Dolch-1936-220-73
Dolch-1936-220-74-1,english,2482,*together,,Dolch-1936-220-74
Dolch-1936-220-75-1,english,0,too,,Dolch-1936-220-75
Dolch-1936-220-76-1,english,1591,up,,Dolch-1936-220-76
Dolch-1936-220-77-1,english,1311,very,,Dolch-1936-220-77
Dolch-1936-220-78-1,english,954,*well,,Dolch-1936-220-78
Dolch-1936-220-79-1,english,1238,when,,Dolch-1936-220-79
Dolch-1936-220-80-1,english,1237,where,,Dolch-1936-220-80
Dolch-1936-220-81-1,english,1270,why,,Dolch-1936-220-81
Dolch-1936-220-82-1,english,1268,yes,,Dolch-1936-220-82
Dolch-1936-220-83-1,english,0,a,,Dolch-1936-220-83
Dolch-1936-220-84-1,english,98,all,,Dolch-1936-220-84
Dolch-1936-220-85-1,english,0,an,,Dolch-1936-220-85
Dolch-1936-220-86-1,english,0,any,,Dolch-1936-220-86
Dolch-1936-220-87-1,english,0,*best,,Dolch-1936-220-87
Dolch-1936-220-88-1,english,0,*better,,Dolch-1936-220-88
Dolch-1936-220-89-1,english,1202,big,,Dolch-1936-220-89
Dolch-1936-220-90-1,english,163,black,,Dolch-1936-220-90
Dolch-1936-220-91-1,english,837,blue,,Dolch-1936-220-91
Dolch-1936-220-92-1,english,0,both,,Dolch-1936-220-92
Dolch-1936-220-93-1,english,2409,brown,,Dolch-1936-220-93
Dolch-1936-220-94-1,english,704,*clean,,Dolch-1936-220-94
Dolch-1936-220-95-1,english,1287,cold,,Dolch-1936-220-95
Dolch-1936-220-96-1,english,1705,*eight,,Dolch-1936-220-96
Dolch-1936-220-97-1,english,0,every,,Dolch-1936-220-97
Dolch-1936-220-98-1,english,493,*five,,Dolch-1936-220-98
Dolch-1936-220-99-1,english,1500,four,,Dolch-1936-220-99
Dolch-1936-220-100-1,english,1429,full,,Dolch-1936-220-100
Dolch-1936-220-101-1,english,0,funny,,Dolch-1936-220-101
Dolch-1936-220-102-1,english,1035,good,,Dolch-1936-220-102
Dolch-1936-220-103-1,english,1425,green,,Dolch-1936-220-103
Dolch-1936-220-104-1,english,1286,hot,,Dolch-1936-220-104
