original_word	lemmatized_word
defecates	defecates
defecating	defecating
defect	defect
defence	defence
defend	defend
defending	defending
definitely	definitely
deformed	deformed
degradation	degradation
degrade	degrade
degree	degree
degrees	degree
deities	deity
delaying	delaying
delegated	delegated
delegates	delegate
delegation	delegation
delhi	delhi
deliberated	deliberated
deliberations	deliberation
delicate	delicate
delicious	delicious
delighted	delighted
delimited	delimited
deliver	deliver
delivered	delivered
deliveries	delivery
delivering	delivering
delivery	delivery
dells	dell
demand	demand
demanded	demanded
demands	demand
demolish	demolish
demolished	demolished
demolition	demolition
demon	demon
demons	demon
demonstrative	demonstrative
den	den
denied	denied
denies	denies
denomination	denomination
denoted	denoted
dens	den
dense	dense
denying	denying
depart	depart
departed	departed
departing	departing
department	department
departs	departs
depend	depend
dependant	dependant
depended	depended
dependence	dependence
dependent	dependent
depending	depending
depends	depends
depicted	depicted
deplete	deplete
depleted	depleted
deport	deport
deposit	deposit
depositing	depositing
depression	depression
deprive	deprive
deprived	deprived
depth	depth
depths	depth
deputy	deputy
derby	derby
derriere	derriere
des	de
descend	descend
descendant	descendant
descendants	descendant
descended	descended
descendents	descendent
descending	descending
descends	descends
descents	descent
describe	describe
described	described
describes	describes
describing	describing
desert	desert
deserted	deserted
deserve	deserve
deserves	deserves
design	design
desire	desire
desired	desired
desires	desire
desiring	desiring
desktop	desktop
desolate	desolate
desperate	desperate
desperation	desperation
despicable	despicable
despised	despised
despises	despises
despite	despite
despondently	despondently
destination	destination
destined	destined
destiny	destiny
destitute	destitute
destroy	destroy
destroyed	destroyed
destroying	destroying
destroys	destroys
destruction	destruction
detach	detach
detachable	detachable
detached	detached
detaching	detaching
detachments	detachment
detail	detail
detailed	detailed
details	detail
detected	detected
deter	deter
deteriorating	deteriorating
determination	determination
determined	determined
deterred	deterred
detestable	detestable
detested	detested
detour	detour
devastates	devastates
develop	develop
developed	developed
developing	developing
development	development
devi	devi
deviates	deviate
device	device
devices	device
devil	devil
devils	devil
devotion	devotion
devotional	devotional
devour	devour
devoured	devoured
devouring	devouring
devours	devours
dew	dew
dewlap	dewlap
dexterity	dexterity
dia	dia
diabetes	diabetes
dialect	dialect
diamond	diamond
diaper	diaper
diapers	diaper
diarrhea	diarrhea
diarrhoea	diarrhoea
dice	dice
dices	dice
did	did
die	die
died	died
dies	dy
diesel	diesel
diet	diet
differ	differ
differed	differed
difference	difference
differences	difference
different	different
differentiate	differentiate
differently	differently
differs	differs
difficult	difficult
difficulties	difficulty
difficulty	difficulty
dig	dig
digging	digging
dignitaries	dignitary
dignity	dignity
digs	dig
dilapidated	dilapidated
dilemma	dilemma
diligence	diligence
diligent	diligent
diligently	diligently
dill	dill
dimensions	dimension
diminish	diminish
diminished	diminished
diminishes	diminishes
diminishing	diminishing
diminutive	diminutive
dinars	dinar
dine	dine
diner	diner
ding	ding
dingo	dingo
dingos	dingo
dining	dining
dinner	dinner
dinners	dinner
dint	dint
dip	dip
diploma	diploma
dipper	dipper
dips	dip
dire	dire
direct	direct
directed	directed
direction	direction
directions	direction
directly	directly
director	director
dirges	dirge
dirham	dirham
dirt	dirt
dirty	dirty
dis	dis
disability	disability
disabled	disabled
disagreed	disagreed
disagreement	disagreement
disagrees	disagrees
disappear	disappear
disappeared	disappeared
disappearing	disappearing
disappears	disappears
disappointed	disappointed
disarmed	disarmed
disaster	disaster
disciples	disciple
discipleship	discipleship
discipline	discipline
disciplined	disciplined
disco	disco
discouraged	discouraged
discover	discover
discovered	discovered
discovery	discovery
discuss	discus
discussed	discussed
discusses	discus
discussing	discussing
discussion	discussion
discussions	discussion
disease	disease
diseased	diseased
diseases	disease
disentangle	disentangle
disgrace	disgrace
disgusted	disgusted
disgusting	disgusting
dish	dish
disheartened	disheartened
dished	dished
dishes	dish
dishing	dishing
dishonored	dishonored
disintegrate	disintegrate
disjointed	disjointed
dislike	dislike
disliked	disliked
dislocated	dislocated
dismantle	dismantle
dismantling	dismantling
dismissed	dismissed
dismount	dismount
dismounted	dismounted
dismounts	dismount
disobey	disobey
disobeyed	disobeyed
disobeying	disobeying
disorganisation	disorganisation
disorganised	disorganised
disparagingly	disparagingly
disperse	disperse
dispersed	dispersed
disperses	disperses
displace	displace
displaced	displaced
display	display
displayed	displayed
dispute	dispute
disregarding	disregarding
disrespect	disrespect
disrespected	disrespected
disrespectful	disrespectful
disrespectfully	disrespectfully
dissatisfied	dissatisfied
dissolve	dissolve
dissolved	dissolved
distance	distance
distances	distance
distant	distant
distinct	distinct
distinction	distinction
distinguish	distinguish
distinguished	distinguished
distract	distract
distracted	distracted
distracting	distracting
distraught	distraught
distribute	distribute
distributed	distributed
distributes	distributes
district	district
districts	district
disturb	disturb
disturbed	disturbed
disturbing	disturbing
disturbs	disturbs
dit	dit
dive	dive
dived	dived
diverse	diverse
diverted	diverted
divide	divide
divided	divided
divides	divide
dividing	dividing
divine	divine
diving	diving
division	division
divisions	division
divorce	divorce
divorced	divorced
dizzy	dizzy
dj	dj
djinn	djinn
djinns	djinn
dl	dl
do	do
docile	docile
dock	dock
dockers	docker
docks	dock
doctor	doctor
doctored	doctored
doctoring	doctoring
doctors	doctor
document	document
documents	document
dodging	dodging
doe	doe
does	doe
dog	dog
doggy	doggy
dogs	dog
doh	doh
doing	doing
doings	doings
dois	doi
doj	doj
dole	dole
doll	doll
dollar	dollar
dollars	dollar
dolls	doll
dolly	dolly
dolor	dolor
dolphin	dolphin
domain	domain
domestic	domestic
domingo	domingo
dominic	dominic
don	don
dona	dona
donate	donate
donated	donated
donation	donation
done	done
dong	dong
donkey	donkey
donkeys	donkey
donne	donne
doom	doom
doomed	doomed
doomsday	doomsday
door	door
doors	door
doorstep	doorstep
doorway	doorway
dos	do
dose	dose
double	double
doubled	doubled
doubles	double
doubt	doubt
douche	douche
dough	dough
doused	doused
dove	dove
dover	dover
doves	dove
down	down
downcast	downcast
downgraded	downgraded
downhill	downhill
downriver	downriver
downs	down
downside	downside
downstairs	downstairs
downstream	downstream
downward	downward
downwards	downwards
dowry	dowry
dowse	dowse
dozen	dozen
dozens	dozen
dozing	dozing
drag	drag
dragged	dragged
dragging	dragging
draging	draging
dragon	dragon
dragonfly	dragonfly
drags	drag
drain	drain
dramas	drama
drank	drank
draught	draught
draw	draw
drawed	drawed
drawer	drawer
drawers	drawer
drawing	drawing
drawings	drawing
drawn	drawn
draws	draw
dray	dray
dream	dream
dreamed	dreamed
dreaming	dreaming
dreams	dream
dreamt	dreamt
dredge	dredge
drench	drench
drenched	drenched
dress	dress
dressed	dressed
dressers	dresser
dresses	dress
dressing	dressing
drew	drew
dribbled	dribbled
dried	dried
dries	dry
drifted	drifted
drifting	drifting
drill	drill
drilled	drilled
drills	drill
drink	drink
drinkers	drinker
drinking	drinking
drinks	drink
drip	drip
dripped	dripped
dripping	dripping
drips	drip
drive	drive
driven	driven
driver	driver
drivers	driver
drives	drive
driving	driving
drizzling	drizzling
drool	drool
drooling	drooling
drools	drool
drop	drop
droped	droped
dropped	dropped
dropping	dropping
droppings	droppings
drops	drop
drought	drought
drove	drove
droves	drove
drown	drown
drowned	drowned
drowning	drowning
drug	drug
drum	drum
drummed	drummed
drummer	drummer
drummers	drummer
drumming	drumming
drums	drum
drunk	drunk
drunkard	drunkard
drunkards	drunkard
drunken	drunken
drunkenness	drunkenness
dry	dry
dryer	dryer
drying	drying
dual	dual
duck	duck
ducks	duck
due	due
duelling	duelling
dues	due
dug	dug
dugong	dugong
dugouts	dugout
duke	duke
duma	duma
dumb	dumb
dumbly	dumbly
dummy	dummy
dump	dump
dumped	dumped
dune	dune
dunes	dune
dung	dung
dungs	dung
dunkirk	dunkirk
dura	dura
durable	durable
durant	durant
durante	durante
duras	dura
duration	duration
durga	durga
dusk	dusk
dusky	dusky
dust	dust
dusted	dusted
dustpan	dustpan
dusty	dusty
duties	duty
duty	duty
duvets	duvet
dwell	dwell
dwellers	dweller
dwelling	dwelling
dwellings	dwelling
dwells	dwells
dye	dye
dying	dying
dynamite	dynamite
dynamited	dynamited
dysentery	dysentery
e	e
ea	ea
each	each
eager	eager
eagerly	eagerly
eagle	eagle
eagles	eagle
eaglet	eaglet
eaglets	eaglet
ear	ear
eared	eared
earl	earl
earlier	earlier
early	early
earn	earn
earned	earned
earning	earning
earnings	earnings
earns	earns
earring	earring
earrings	earring
ears	ear
earth	earth
earthen	earthen
earthenware	earthenware
earthquake	earthquake
earthquakes	earthquake
earthworm	earthworm
earthworms	earthworm
ease	ease
easier	easier
easiest	easiest
easily	easily
easing	easing
east	east
easter	easter
eastern	eastern
eastside	eastside
eastwards	eastward
easy	easy
eat	eat
eatable	eatable
eated	eated
eaten	eaten
eater	eater
eaters	eater
eates	eates
eating	eating
eats	eats
eavesdrop	eavesdrop
ecclesiastical	ecclesiastical
echo	echo
echoed	echoed
ecological	ecological
economic	economic
economy	economy
eczema	eczema
ed	ed
eddies	eddy
edge	edge
edges	edge
edible	edible
edit	edit
editing	editing
editor	editor
educate	educate
educated	educated
education	education
educational	educational
edward	edward
ee	ee
eel	eel
eels	eel
effect	effect
effected	effected
effigy	effigy
effort	effort
efforts	effort
egg	egg
eggplant	eggplant
eggplants	eggplant
eggs	egg
egis	egis
eight	eight
eighteen	eighteen
eighth	eighth
eighties	eighty
eighty	eighty
either	either
eject	eject
el	el
elaborate	elaborate
eland	eland
elapsed	elapsed
elbow	elbow
elder	elder
elderly	elderly
elders	elder
eldest	eldest
elect	elect
elected	elected
electing	electing
election	election
elections	election
electoral	electoral
electric	electric
electricity	electricity
elegant	elegant
element	element
elementary	elementary
elements	element
elephant	elephant
elephants	elephant
elevated	elevated
elevator	elevator
eleven	eleven
eleventh	eleventh
elf	elf
elfs	elf
elisa	elisa
elizabeth	elizabeth
elk	elk
elks	elk
ellas	ellas
elm	elm
elms	elm
eloped	eloped
elsewhere	elsewhere
elves	elf
elvis	elvis
em	em
emaciated	emaciated
embankment	embankment
embargo	embargo
embark	embark
embarked	embarked
embarrassed	embarrassed
embers	ember
embrace	embrace
embraced	embraced
embracing	embracing
embroider	embroider
emerge	emerge
emerged	emerged
emergence	emergence
emergency	emergency
emerges	emerges
emerging	emerging
eminent	eminent
emotional	emotional
emphasis	emphasis
empire	empire
employed	employed
employee	employee
employer	employer
employers	employer
employing	employing
employment	employment
empowered	empowered
emptied	emptied
empties	empty
empty	empty
emptying	emptying
emu	emu
emus	emu
en	en
enable	enable
enabled	enabled
enchanted	enchanted
encircled	encircled
enclose	enclose
enclosed	enclosed
enclosure	enclosure
enclosures	enclosure
encompassed	encompassed
encore	encore
encounter	encounter
encountered	encountered
encountering	encountering
encourage	encourage
encouraged	encouraged
encouraging	encouraging
end	end
endangered	endangered
endeavoured	endeavoured
ended	ended
ending	ending
endlessly	endlessly
endowed	endowed
ends	end
endurance	endurance
endure	endure
ene	ene
enemies	enemy
enemy	enemy
energetic	energetic
energy	energy
enetses	enets
enforcers	enforcer
engage	engage
engaged	engaged
engagement	engagement
engagements	engagement
engendered	engendered
engine	engine
engineer	engineer
engineers	engineer
engines	engine
england	england
english	english
engorged	engorged
engrossed	engrossed
enjoy	enjoy
enjoyable	enjoyable
enjoyed	enjoyed
enjoyes	enjoyes
enjoying	enjoying
enjoyment	enjoyment
enlisted	enlisted
enlivened	enlivened
enlivening	enlivening
enmity	enmity
enormous	enormous
enough	enough
enroll	enroll
enrolled	enrolled
ensemble	ensemble
ensembles	ensemble
ensure	ensure
entangled	entangled
enter	enter
entered	entered
entering	entering
enters	enters
entertain	entertain
entertained	entertained
entertainment	entertainment
enthusiastic	enthusiastic
enthusiastically	enthusiastically
entire	entire
entirely	entirely
entrance	entrance
entrepreneur	entrepreneur
entrusted	entrusted
entry	entry
entryway	entryway
envelope	envelope
envied	envied
environmental	environmental
envy	envy
epidemic	epidemic
epilepsy	epilepsy
episode	episode
epoch	epoch
equal	equal
equally	equally
equals	equal
equipment	equipment
equipped	equipped
equivalent	equivalent
er	er
era	era
eras	era
erase	erase
erased	erased
erect	erect
erected	erected
erecting	erecting
erection	erection
erin	erin
ermine	ermine
errand	errand
errands	errand
error	error
errors	error
es	e
escape	escape
escaped	escaped
escapes	escape
escaping	escaping
escorted	escorted
ese	ese
especial	especial
especially	especially
essential	essential
essentials	essential
est	est
establish	establish
established	established
establishing	establishing
estate	estate
esteem	esteem
ester	ester
esther	esther
estimate	estimate
estimated	estimated
estimates	estimate
estonia	estonia
estonian	estonian
estonians	estonian
eternal	eternal
ethiopia	ethiopia
ethnic	ethnic
ethnicities	ethnicity
ethnography	ethnography
eu	eu
euphemism	euphemism
europe	europe
european	european
europeans	european
ev	ev
evacuate	evacuate
evacuated	evacuated
evacuating	evacuating
evacuation	evacuation
evaluate	evaluate
evaluated	evaluated
evaluating	evaluating
evaluation	evaluation
evangelist	evangelist
eve	eve
even	even
evening	evening
evenings	evening
evenk	evenk
evenki	evenki
evenks	evenk
evenly	evenly
event	event
events	event
eventually	eventually
ever	ever
every	every
everyday	everyday
everywhere	everywhere
evidence	evidence
evil	evil
evils	evil
evolved	evolved
ewe	ewe
ewes	ewe
exact	exact
exactly	exactly
exaggerate	exaggerate
exaggeratedly	exaggeratedly
exaggeration	exaggeration
exam	exam
examine	examine
examined	examined
example	example
examples	example
exams	exam
excavating	excavating
excavator	excavator
exceed	exceed
exceeds	exceeds
excellent	excellent
except	except
exception	exception
exchange	exchange
exchanged	exchanged
exchanges	exchange
exchanging	exchanging
excited	excited
excitement	excitement
exclaimed	exclaimed
exclaims	exclaims
exclamation	exclamation
exclusive	exclusive
excrement	excrement
excrements	excrement
excursions	excursion
excuse	excuse
excused	excused
executive	executive
exercises	exercise
exhausted	exhausted
exhausting	exhausting
exhaustion	exhaustion
exhibition	exhibition
exist	exist
existed	existed
existence	existence
existing	existing
exists	exists
exit	exit
exiting	exiting
exits	exit
expanded	expanded
expanding	expanding
expect	expect
expected	expected
expecting	expecting
expedition	expedition
expeditions	expedition
expelled	expelled
expensive	expensive
experience	experience
experienced	experienced
experiences	experience
experiencing	experiencing
experimental	experimental
experiments	experiment
expert	expert
experts	expert
expired	expired
explain	explain
explained	explained
explaining	explaining
explains	explains
explanation	explanation
explanations	explanation
explode	explode
exploded	exploded
exploited	exploited
explored	explored
explosion	explosion
explosive	explosive
explosives	explosive
export	export
exposed	exposed
express	express
expressed	expressed
expressing	expressing
expression	expression
extend	extend
extending	extending
extends	extends
extension	extension
extensively	extensively
extent	extent
extinct	extinct
extinguish	extinguish
extinguished	extinguished
extinguishing	extinguishing
extort	extort
extra	extra
extract	extract
extracted	extracted
extraordinary	extraordinary
extreme	extreme
extremely	extremely
exuberant	exuberant
eye	eye
eyeballs	eyeball
eyebrows	eyebrow
eyed	eyed
eyeglasses	eyeglass
eyeholes	eyehole
eyelids	eyelid
eyes	eye
eyesight	eyesight
f	f
fa	fa
fabric	fabric
fabricate	fabricate
fabricated	fabricated
fabricates	fabricates
fabrics	fabric
face	face
faced	faced
faces	face
facilitate	facilitate
facility	facility
facing	facing
fact	fact
factories	factory
factory	factory
facts	fact
faded	faded
fading	fading
faeces	faeces
faggots	faggot
fags	fag
fail	fail
failed	failed
failing	failing
failings	failing
fails	fails
fain	fain
faint	faint
fainted	fainted
fainting	fainting
fair	fair
fairies	fairy
fairly	fairly
fairs	fair
fairway	fairway
fairy	fairy
fairytale	fairytale
fairytales	fairytale
faith	faith
faithful	faithful
falcon	falcon
fall	fall
falled	falled
fallen	fallen
falling	falling
fallow	fallow
falls	fall
false	false
fame	fame
familiar	familiar
familiarity	familiarity
families	family
family	family
famine	famine
famous	famous
fan	fan
fancy	fancy
fangs	fang
fanned	fanned
fanning	fanning
fanny	fanny
fantasy	fantasy
far	far
fare	fare
farewell	farewell
farm	farm
farmed	farmed
farmer	farmer
farmers	farmer
farmhand	farmhand
farmhouse	farmhouse
farming	farming
farms	farm
farness	farness
fart	fart
farted	farted
farther	farther
farthest	farthest
farting	farting
farts	fart
fascinated	fascinated
fascists	fascist
fashion	fashion
fashioned	fashioned
fast	fast
fasted	fasted
fasten	fasten
fastened	fastened
fasteners	fastener
fastening	fastening
fastenings	fastening
faster	faster
fastest	fastest
fasting	fasting
fasts	fast
fat	fat
fate	fate
father	father
fathered	fathered
fathers	father
fatter	fatter
fattest	fattest
fatty	fatty
fault	fault
favor	favor
fe	fe
fear	fear
feared	feared
fearfully	fearfully
fearing	fearing
fears	fear
feast	feast
feasts	feast
feather	feather
feathered	feathered
feathers	feather
feature	feature
featured	featured
feb	feb
february	february
feces	feces
fed	fed
fee	fee
feed	feed
feeded	feeded
feeding	feeding
feeds	feed
feel	feel
feeling	feeling
feelings	feeling
feels	feel
feet	foot
felicitous	felicitous
felicity	felicity
fell	fell
fellas	fella
felled	felled
feller	feller
felling	felling
fellow	fellow
fellows	fellow
fellowship	fellowship
felt	felt
female	female
females	female
fence	fence
fenced	fenced
fences	fence
fencing	fencing
fender	fender
fennel	fennel
ferment	ferment
fermented	fermented
fermenting	fermenting
ferments	ferment
fern	fern
ferns	fern
ferociously	ferociously
ferret	ferret
ferrets	ferret
ferry	ferry
fertile	fertile
fertilisers	fertiliser
fertility	fertility
fertilizer	fertilizer
fertilizers	fertilizer
festering	festering
festival	festival
festivals	festival
festivities	festivity
festivity	festivity
fet	fet
fetch	fetch
fetched	fetched
fetches	fetch
fetching	fetching
fetishes	fetish
fetters	fetter
fettle	fettle
fetus	fetus
fever	fever
few	few
fewer	fewer
fiber	fiber
fibers	fiber
fibre	fibre
fibres	fibre
ficus	ficus
fidget	fidget
fidgets	fidget
field	field
fields	field
fierce	fierce
fiesta	fiesta
fiestas	fiesta
fifteen	fifteen
fifteenth	fifteenth
fifth	fifth
fifty	fifty
fig	fig
fight	fight
fighter	fighter
fighters	fighter
fighting	fighting
fights	fight
figs	fig
figure	figure
figures	figure
figuring	figuring
fiji	fiji
fijians	fijian
fila	filum
file	file
filed	filed
fileds	fileds
files	file
fill	fill
fille	fille
filled	filled
filles	fille
filling	filling
fills	fill
filly	filly
film	film
filmed	filmed
filming	filming
films	film
fils	fils
filter	filter
filthy	filthy
fin	fin
final	final
finally	finally
financial	financial
find	find
finding	finding
finds	find
fine	fine
fined	fined
finely	finely
finest	finest
finger	finger
fingernail	fingernail
fingernails	fingernail
fingers	finger
finis	finis
finish	finish
finished	finished
finishes	finish
finishing	finishing
finn	finn
finnish	finnish
fins	fin
fir	fir
fire	fire
firearm	firearm
firearms	firearm
firebird	firebird
fired	fired
fireman	fireman
firemen	fireman
fireplace	fireplace
fires	fire
firewood	firewood
firing	firing
firm	firm
firmly	firmly
firms	firm
first	first
firstborn	firstborn
firstly	firstly
fish	fish
fished	fished
fisher	fisher
fisheries	fishery
fisherman	fisherman
fishermen	fisherman
fishes	fish
fishhook	fishhook
fishing	fishing
fishnet	fishnet
fissure	fissure
fissures	fissure
fist	fist
fit	fit
fitness	fitness
fits	fit
fitted	fitted
fitting	fitting
five	five
fiver	fiver
fives	five
fix	fix
fixed	fixed
fixedly	fixedly
fixes	fix
fixing	fixing
flag	flag
flags	flag
flailed	flailed
flailing	flailing
flame	flame
flames	flame
flaming	flaming
flank	flank
flanks	flank
flap	flap
flapped	flapped
flapping	flapping
flaps	flap
flash	flash
flashed	flashed
flashlight	flashlight
flask	flask
flat	flat
flatbreads	flatbread
flats	flat
flattened	flattened
flattening	flattening
flatter	flatter
flattering	flattering
flavor	flavor
flax	flax
flay	flay
flays	flays
flea	flea
fled	fled
flee	flee
fleece	fleece
fleeing	fleeing
flees	flees
flesh	flesh
flew	flew
flexed	flexed
flexible	flexible
flick	flick
flicked	flicked
flies	fly
flight	flight
flimsy	flimsy
flints	flint
flip	flip
flirt	flirt
flirting	flirting
float	float
floated	floated
floating	floating
flock	flock
flogged	flogged
flogs	flogs
flood	flood
flooded	flooded
flooding	flooding
floor	floor
floors	floor
floppy	floppy
floral	floral
floundered	floundered
flour	flour
flow	flow
flowed	flowed
flower	flower
flowering	flowering
flowers	flower
flowing	flowing
flown	flown
flows	flow
fluently	fluently
fluff	fluff
fluffy	fluffy
flung	flung
flushed	flushed
flute	flute
flutes	flute
flutters	flutter
fly	fly
flyes	flyes
flying	flying
fo	fo
foal	foal
foals	foal
foam	foam
foaming	foaming
focused	focused
focussed	focussed
fog	fog
fold	fold
folded	folded
folding	folding
folds	fold
folk	folk
folklore	folklore
folks	folk
folktale	folktale
follow	follow
followed	followed
follower	follower
followers	follower
following	following
follows	follows
fond	fond
font	font
fonts	font
food	food
foods	food
foodstuffs	foodstuff
fool	fool
fooled	fooled
fooling	fooling
foolish	foolish
foolishness	foolishness
fools	fool
foot	foot
football	football
footfall	footfall
footprint	footprint
footprints	footprint
foots	foot
footsteps	footstep
foraging	foraging
forbade	forbade
forbid	forbid
forbidden	forbidden
force	force
forced	forced
forcefully	forcefully
forces	force
forcing	forcing
ford	ford
fore	fore
forefathers	forefather
forehead	forehead
foreign	foreign
foreigner	foreigner
foreigners	foreigner
forelegs	foreleg
foreman	foreman
foremast	foremast
foresee	foresee
forest	forest
forested	forested
forests	forest
foretellings	foretelling
forever	forever
forgave	forgave
forge	forge
forgery	forgery
forget	forget
forgetful	forgetful
forgeting	forgeting
forgets	forgets
forgetting	forgetting
forging	forging
forgive	forgive
forgiven	forgiven
forgiveness	forgiveness
forgot	forgot
forgotten	forgotten
fork	fork
forked	forked
form	form
formed	formed
former	former
formerly	formerly
formidable	formidable
forming	forming
forms	form
formula	formula
formulaic	formulaic
forsake	forsake
fort	fort
forth	forth
fortieth	fortieth
fortnight	fortnight
fortress	fortress
fortunately	fortunately
fortune	fortune
fortunes	fortune
forty	forty
forward	forward
forwarded	forwarded
forwards	forward
foster	foster
fought	fought
foul	foul
found	found
foundation	foundation
foundations	foundation
founded	founded
founders	founder
fountain	fountain
four	four
fours	four
fourteen	fourteen
fourteenth	fourteenth
fourth	fourth
fowl	fowl
fowls	fowl
fox	fox
foxes	fox
fr	fr
fractured	fractured
fragrance	fragrance
fragrant	fragrant
frail	frail
frame	frame
frames	frame
france	france
frances	france
francs	franc
frank	frank
frankly	frankly
frapping	frapping
fraud	fraud
freckles	freckle
free	free
freed	freed
freedom	freedom
freely	freely
freeman	freeman
freemen	freeman
frees	free
freeze	freeze
freezed	freezed
freezing	freezing
freight	freight
french	french
frenchman	frenchman
frequency	frequency
frequent	frequent
frequently	frequently
fresh	fresh
freshening	freshening
friday	friday
fried	fried
friend	friend
friendly	friendly
friends	friend
friendship	friendship
fright	fright
frighten	frighten
frightened	frightened
frightening	frightening
frightens	frightens
frightful	frightful
frightfully	frightfully
frilled	frilled
fringe	fringe
fringes	fringe
frog	frog
frogs	frog
frond	frond
fronds	frond
front	front
fronted	fronted
frontier	frontier
frost	frost
froth	froth
froze	froze
frozen	frozen
fructification	fructification
fruit	fruit
fruits	fruit
frustrated	frustrated
frustrating	frustrating
fry	fry
frying	frying
fs	f
ft	ft
fuck	fuck
fucking	fucking
fuego	fuego
fuel	fuel
fula	fula
fulbe	fulbe
fulfill	fulfill
fulfilled	fulfilled
fulfillment	fulfillment
fulfills	fulfills
full	full
fullness	fullness
fully	fully
fumigate	fumigate
fumigated	fumigated
fun	fun
function	function
functioning	functioning
fund	fund
fundraise	fundraise
funeral	funeral
funerals	funeral
fungi	fungi
funnel	funnel
funnels	funnel
funny	funny
fur	fur
furious	furious
furnace	furnace
furniture	furniture
furrow	furrow
furrows	furrow
furry	furry
further	further
furthermore	furthermore
furthest	furthest
fusil	fusil
fuss	fuss
future	future
g	g
gaba	gaba
gable	gable
gables	gable
gad	gad
gadflies	gadfly
gain	gain
gained	gained
gaining	gaining
gains	gain
gala	gala
gall	gall
galley	galley
gallon	gallon
gallop	gallop
galloped	galloped
galloping	galloping
gallops	gallop
galloway	galloway
galosh	galosh
game	game
games	game
gandhi	gandhi
gang	gang
gaol	gaol
gap	gap
gaping	gaping
gaps	gap
gar	gar
garage	garage
garbage	garbage
garbled	garbled
garden	garden
gardener	gardener
gardening	gardening
gardens	garden
gari	gari
garlands	garland
garlic	garlic
gas	gas
gasoline	gasoline
gasometers	gasometer
gassed	gassed
gastritis	gastritis
gasworks	gasworks
gat	gat
gate	gate
gates	gate
gather	gather
gathered	gathered
gathering	gathering
gatherings	gathering
gathers	gather
gauges	gauge
gave	gave
gay	gay
gaze	gaze
gazelle	gazelle
gazelles	gazelle
gazetted	gazetted
ge	ge
gear	gear
gee	gee
geese	goose
gemsbok	gemsbok
gen	gen
gendarmery	gendarmery
general	general
generally	generally
generals	general
generation	generation
generations	generation
generator	generator
generous	generous
genitals	genitals
genocide	genocide
genre	genre
gens	gen
gentes	gens
gentle	gentle
gentleman	gentleman
gentlemen	gentleman
gently	gently
gents	gent
genuine	genuine
genuinely	genuinely
geographic	geographic
geography	geography
geological	geological
george	george
georgia	georgia
georgian	georgian
georgians	georgian
german	german
germans	german
germany	germany
germinated	germinated
germinates	germinates
germs	germ
gesture	gesture
gestures	gesture
gesturing	gesturing
get	get
gets	get
getting	getting
ghee	ghee
gherkin	gherkin
gherkins	gherkin
ghost	ghost
ghosts	ghost
giant	giant
giantess	giantess
giantesses	giantess
giants	giant
giddiness	giddiness
giddy	giddy
gift	gift
gifted	gifted
gifts	gift
gigantic	gigantic
gin	gin
ginger	ginger
girl	girl
girlfriend	girlfriend
girls	girl
giro	giro
girth	girth
give	give
gived	gived
given	given
gives	give
giving	giving
glacier	glacier
glad	glad
gladness	gladness
glance	glance
glanced	glanced
glances	glance
glancing	glancing
glass	glass
glasses	glass
glib	glib
glittering	glittering
gloom	gloom
glorious	glorious
glory	glory
glossy	glossy
glove	glove
gloves	glove
glowing	glowing
glue	glue
glued	glued
glug	glug
glutton	glutton
gnat	gnat
gnats	gnat
gnawed	gnawed
go	go
goad	goad
goal	goal
goalkeeper	goalkeeper
goalkeepers	goalkeeper
goalposts	goalpost
goals	goal
goas	goa
goat	goat
goatherd	goatherd
goats	goat
goatskin	goatskin
goatskins	goatskin
gobbled	gobbled
gobbles	gobble
goblets	goblet
god	god
goddamn	goddamn
goddess	goddess
godly	godly
godmother	godmother
godparent	godparent
godparents	godparent
gods	god
godson	godson
goes	go
going	going
gold	gold
golden	golden
gone	gone
gong	gong
gongs	gong
good	good
goodbye	goodbye
goodness	goodness
goods	good
goos	goo
goose	goose
gore	gore
gorge	gorge
gorges	gorge
gos	go
gospel	gospel
gospels	gospel
gossip	gossip
gossiping	gossiping
got	got
gotten	gotten
gouge	gouge
gourd	gourd
gourds	gourd
govern	govern
governed	governed
governing	governing
government	government
governments	government
governor	governor
governors	governor
governs	governs
gown	gown
grab	grab
grabbed	grabbed
grabbing	grabbing
grabed	grabed
grabs	grab
grace	grace
grad	grad
grade	grade
grades	grade
gradually	gradually
graduated	graduated
graduation	graduation
graham	graham
grain	grain
grains	grain
grammar	grammar
grammatically	grammatically
grams	gram
gran	gran
granaries	granary
granary	granary
grand	grand
grandad	grandad
grandchild	grandchild
grandchildren	grandchild
granddad	granddad
granddaughter	granddaughter
grandfather	grandfather
grandfathers	grandfather
grandma	grandma
grandmas	grandma
grandmother	grandmother
grandmothers	grandmother
grandpa	grandpa
grandparent	grandparent
grandparents	grandparent
grands	grand
grandson	grandson
grandsons	grandson
grannies	granny
granny	granny
grannys	granny
grant	grant
granted	granted
grapefruit	grapefruit
grapefruits	grapefruit
grapevine	grapevine
grappling	grappling
grasp	grasp
grasped	grasped
grasping	grasping
grasps	grasp
grass	grass
grasses	grass
grasshopper	grasshopper
grassland	grassland
grassy	grassy
grate	grate
grated	grated
grateful	grateful
gratefully	gratefully
grater	grater
grates	grate
grating	grating
gratings	grating
grave	grave
gravediggers	gravedigger
gravel	gravel
graves	graf
graveyard	graveyard
gray	gray
graze	graze
grazed	grazed
grazes	graz
grazing	grazing
grease	grease
greaser	greaser
